customer_id,current_order_id,current_order_date,next_order_id,next_order_date,days_until_next_order
C00044,O000745,2023-09-20 18:26:12,,,
C00045,O000710,2023-04-08 03:50:13,O000363,2024-01-22 01:45:58,288.9
C00045,O000363,2024-01-22 01:45:58,,,
C00046,O000413,2023-07-10 11:26:34,O000657,2023-10-13 18:31:43,95.3
C00046,O000657,2023-10-13 18:31:43,O000472,2024-07-02 22:36:42,263.2
C00046,O000472,2024-07-02 22:36:42,,,
C00047,O000277,2023-06-22 11:58:34,O000327,2023-07-14 05:52:18,21.7
C00047,O000327,2023-07-14 05:52:18,O000695,2024-08-10 14:00:27,393.3
C00047,O000695,2024-08-10 14:00:27,,,
C00048,O000342,2024-08-19 22:06:06,,,
C00049,O000023,2024-10-23 04:22:25,,,
C00050,O000464,2023-12-21 07:53:49,,,
C00053,O000004,2023-10-25 21:53:56,,,
C00055,O000465,2023-03-30 16:27:48,O000148,2023-05-01 05:16:54,31.5
C00055,O000148,2023-05-01 05:16:54,,,
C00056,O000590,2023-04-05 21:47:16,,,
C00057,O000650,2023-05-03 14:01:24,O000485,2023-09-11 07:32:43,130.7
C00057,O000485,2023-09-11 07:32:43,O000599,2024-03-17 20:13:47,188.5
C00057,O000599,2024-03-17 20:13:47,,,
C00058,O000636,2023-09-03 19:48:00,O000533,2024-07-22 06:46:04,322.5
C00058,O000533,2024-07-22 06:46:04,,,
C00059,O000045,2023-03-17 16:21:27,O000624,2023-04-27 11:29:56,40.8
C00059,O000624,2023-04-27 11:29:56,O000606,2023-09-20 05:12:47,145.7
C00059,O000606,2023-09-20 05:12:47,O000509,2024-05-19 02:57:09,241.9
C00059,O000509,2024-05-19 02:57:09,,,
C00060,O000526,2023-02-01 23:07:07,O000721,2024-01-20 07:31:54,352.4
C00060,O000721,2024-01-20 07:31:54,O000167,2024-09-15 15:55:41,239.3
C00060,O000167,2024-09-15 15:55:41,,,
C00061,O000141,2023-03-14 09:11:12,O000771,2023-10-16 12:39:12,216.1
C00061,O000771,2023-10-16 12:39:12,O000147,2024-02-08 00:00:00,114.5
C00061,O000147,2024-02-08 00:00:00,,,
C00062,O000183,2024-06-26 08:13:19,,,
C00063,O000228,2024-08-19 15:16:23,,,
C00064,O000328,2023-03-12 19:55:40,O000781,2024-05-15 03:25:49,429.3
C00064,O000781,2024-05-15 03:25:49,,,
C00065,O000796,2023-08-25 14:23:41,,,
C00066,O000489,2023-01-25 22:17:11,O000699,2024-06-15 12:32:10,506.6
C00066,O000699,2024-06-15 12:32:10,,,
C00067,O000463,2023-01-12 03:47:12,O000727,2023-05-15 14:22:49,123.4
C00067,O000727,2023-05-15 14:22:49,O000348,2024-04-22 03:11:42,342.5
C00067,O000348,2024-04-22 03:11:42,,,
C00068,O000368,2023-06-09 08:57:53,O000304,2023-06-10 14:14:05,1.2
C00068,O000304,2023-06-10 14:14:05,O000499,2023-10-06 09:09:58,117.8
C00068,O000499,2023-10-06 09:09:58,O000669,2024-11-24 00:17:49,414.6
C00068,O000669,2024-11-24 00:17:49,O000522,2024-11-28 17:11:19,4.7
C00068,O000522,2024-11-28 17:11:19,,,
C00069,O000145,2023-07-17 16:33:35,O000652,2023-07-22 11:25:30,4.8
C00069,O000652,2023-07-22 11:25:30,,,
C00070,O000649,2023-01-03 09:20:13,O000626,2023-01-23 15:14:37,20.2
C00070,O000626,2023-01-23 15:14:37,O000488,2023-12-22 12:53:44,332.9
C00070,O000488,2023-12-22 12:53:44,,,
C00071,O000314,2023-05-08 05:11:57,,,
C00072,O000394,2024-11-20 03:45:13,,,
C00074,O000767,2024-01-28 20:31:56,O000367,2024-08-20 16:10:22,204.8
C00074,O000367,2024-08-20 16:10:22,,,
C00075,O000662,2023-01-23 08:22:11,O000308,2024-07-18 00:00:00,541.7
C00075,O000308,2024-07-18 00:00:00,,,
C00076,O000528,2023-10-17 15:38:17,O000750,2024-06-27 22:26:46,254.3
C00076,O000750,2024-06-27 22:26:46,,,
C00077,O000676,2023-02-12 09:12:20,O000360,2023-08-06 20:09:13,175.5
C00077,O000360,2023-08-06 20:09:13,,,
C00078,O000675,2024-03-07 14:31:38,O000621,2024-08-02 18:31:45,148.2
C00078,O000621,2024-08-02 18:31:45,,,
C00079,O000303,2023-11-28 05:53:01,O000107,2024-03-15 06:39:12,108.0
C00079,O000107,2024-03-15 06:39:12,O000714,2024-07-27 19:52:45,134.6
C00079,O000714,2024-07-27 19:52:45,,,
C00080,O000561,2024-01-26 23:44:14,,,
C00081,O000471,2023-01-13 03:22:13,O000373,2023-08-01 12:57:40,200.4
C00081,O000373,2023-08-01 12:57:40,O000036,2024-01-28 16:27:45,180.1
C00081,O000036,2024-01-28 16:27:45,O000737,2024-07-19 17:24:52,173.0
C00081,O000737,2024-07-19 17:24:52,,,
C00082,O000078,2023-11-20 01:31:13,O000388,2024-01-10 16:06:55,51.6
C00082,O000388,2024-01-10 16:06:55,O000480,2024-06-04 12:21:50,145.8
C00082,O000480,2024-06-04 12:21:50,,,
C00083,O000340,2024-06-06 00:40:29,,,
C00085,O000598,2024-01-17 17:50:38,,,
C00087,O000009,2023-04-06 15:54:20,O000469,2024-06-24 19:53:39,445.2
C00087,O000469,2024-06-24 19:53:39,,,
C00088,O000208,2023-01-23 00:00:00,O000024,2023-09-13 06:40:54,233.3
C00088,O000024,2023-09-13 06:40:54,O000708,2024-05-24 09:00:58,254.1
C00088,O000708,2024-05-24 09:00:58,,,
C00091,O000454,2024-03-06 00:00:00,,,
C00093,O000333,2023-04-02 07:21:53,O000349,2024-11-17 08:41:05,595.1
C00093,O000349,2024-11-17 08:41:05,,,
C00095,O000527,2023-06-09 08:22:23,,,
C00096,O000296,2023-06-04 11:18:08,O000241,2024-02-27 05:49:17,267.8
C00096,O000241,2024-02-27 05:49:17,,,
C00097,O000310,2023-03-24 22:21:49,O000007,2023-05-09 01:39:04,45.1
C00097,O000007,2023-05-09 01:39:04,O000711,2024-10-29 00:00:00,538.9
C00097,O000711,2024-10-29 00:00:00,,,
C00098,O000283,2023-09-07 02:59:47,O000246,2024-02-12 01:22:06,157.9
C00098,O000246,2024-02-12 01:22:06,,,
C00099,O000256,2024-02-13 16:55:48,O000762,2024-10-01 02:54:00,230.4
C00099,O000762,2024-10-01 02:54:00,,,
C00100,O000102,2023-03-31 00:43:08,,,
C00101,O000396,2023-06-09 17:48:41,,,
C00102,O000653,2023-03-07 13:18:37,O000280,2024-01-14 22:23:24,313.4
C00102,O000280,2024-01-14 22:23:24,,,
C00103,O000016,2024-08-27 06:12:19,,,
C00104,O000594,2023-08-17 00:24:34,O000466,2023-11-28 01:09:27,103.0
C00104,O000466,2023-11-28 01:09:27,O000739,2023-12-08 01:34:29,10.0
C00104,O000739,2023-12-08 01:34:29,,,
C00106,O000784,2023-07-10 12:28:31,O000374,2024-02-26 09:28:05,230.9
C00106,O000374,2024-02-26 09:28:05,,,
C00107,O000230,2024-01-03 06:06:25,,,
C00108,O000345,2024-04-20 00:00:00,,,
C00110,O000079,2024-05-30 05:27:03,,,
C00111,O000255,2024-02-08 11:54:26,O000493,2024-04-04 11:52:00,56.0
C00111,O000493,2024-04-04 11:52:00,,,
C00112,O000634,2023-04-23 01:32:06,,,
C00113,O000218,2023-07-24 06:18:27,O000171,2024-06-09 18:34:20,321.5
C00113,O000171,2024-06-09 18:34:20,,,
C00115,O000033,2024-06-04 06:48:13,,,
C00116,O000408,2023-05-25 07:23:45,O000613,2024-04-30 02:52:16,340.8
C00116,O000613,2024-04-30 02:52:16,,,
C00117,O000731,2023-04-04 17:47:16,O000200,2023-09-01 11:43:45,149.7
C00117,O000200,2023-09-01 11:43:45,,,
C00120,O000224,2023-03-12 01:23:37,O000760,2023-09-30 02:45:27,202.1
C00120,O000760,2023-09-30 02:45:27,,,
C00121,O000233,2024-05-06 14:16:41,O000203,2024-05-29 04:59:41,22.6
C00121,O000203,2024-05-29 04:59:41,,,
C00122,O000425,2024-05-28 03:43:51,O000409,2024-07-07 03:03:55,40.0
C00122,O000409,2024-07-07 03:03:55,,,
C00123,O000792,2024-08-07 04:47:20,,,
C00124,O000498,2023-03-06 12:56:17,O000176,2024-11-08 21:05:57,613.3
C00124,O000176,2024-11-08 21:05:57,,,
C00125,O000169,2024-08-11 08:19:31,,,
C00127,O000207,2024-07-26 21:44:03,,,
C00128,O000663,2023-10-15 02:32:48,,,
C00129,O000104,2023-03-18 06:37:31,,,
C00130,O000334,2023-01-10 11:34:09,,,
C00131,O000074,2023-01-05 09:13:58,O000635,2024-11-01 05:37:14,665.8
C00131,O000635,2024-11-01 05:37:14,,,
C00132,O000268,2024-09-21 23:31:10,,,
C00133,O000185,2023-05-26 08:46:27,O000757,2024-05-01 23:55:55,341.6
C00133,O000757,2024-05-01 23:55:55,,,
C00137,O000511,2024-01-27 03:09:00,O000254,2024-02-15 00:00:00,18.9
C00137,O000254,2024-02-15 00:00:00,,,
C00138,O000686,2024-04-06 12:46:12,,,
C00139,O000014,2024-04-28 17:47:31,,,
C00145,O000385,2024-08-19 11:28:02,O000673,2024-12-02 05:16:30,104.7
C00145,O000673,2024-12-02 05:16:30,,,
C00146,O000680,2023-05-21 07:39:09,,,
C00147,O000788,2023-04-22 20:59:35,O000372,2023-08-03 21:07:16,103.0
C00147,O000372,2023-08-03 21:07:16,O000623,2024-05-16 19:06:28,286.9
C00147,O000623,2024-05-16 19:06:28,,,
C00149,O000221,2023-03-27 17:11:29,O000116,2023-04-14 23:43:39,18.3
C00149,O000116,2023-04-14 23:43:39,,,
C00152,O000021,2023-07-25 03:38:50,O000243,2024-09-28 11:04:08,431.3
C00152,O000243,2024-09-28 11:04:08,,,
C00153,O000005,2023-08-14 21:25:22,O000339,2023-09-15 04:21:28,31.3
C00153,O000339,2023-09-15 04:21:28,,,
C00154,O000271,2023-01-30 00:39:25,O000358,2024-03-14 19:17:38,409.8
C00154,O000358,2024-03-14 19:17:38,O000549,2024-05-12 12:48:52,58.7
C00154,O000549,2024-05-12 12:48:52,,,
C00155,O000364,2023-05-16 22:28:26,O000076,2024-01-17 00:31:56,245.1
C00155,O000076,2024-01-17 00:31:56,,,
C00156,O000309,2023-12-11 02:12:07,O000709,2024-04-25 09:39:50,136.3
C00156,O000709,2024-04-25 09:39:50,O000756,2024-07-18 07:06:50,83.9
C00156,O000756,2024-07-18 07:06:50,,,
C00157,O000773,2024-11-21 13:13:39,,,
C00159,O000775,2024-03-15 10:36:17,O000305,2024-06-18 19:10:06,95.4
C00159,O000305,2024-06-18 19:10:06,,,
C00160,O000379,2023-09-16 03:07:09,O000564,2024-06-20 18:07:07,278.6
C00160,O000564,2024-06-20 18:07:07,O000369,2024-12-25 00:00:00,187.2
C00160,O000369,2024-12-25 00:00:00,,,
C00161,O000032,2023-01-10 14:24:39,O000579,2023-04-07 00:21:29,86.4
C00161,O000579,2023-04-07 00:21:29,O000108,2023-07-11 05:02:13,95.2
C00161,O000108,2023-07-11 05:02:13,O000749,2024-12-07 05:17:29,515.0
C00161,O000749,2024-12-07 05:17:29,,,
C00162,O000191,2024-09-01 23:40:01,,,
C00163,O000787,2023-10-24 17:12:03,O000106,2024-01-13 09:06:35,80.7
C00163,O000106,2024-01-13 09:06:35,O000077,2024-02-13 02:04:26,30.7
C00163,O000077,2024-02-13 02:04:26,O000238,2024-03-09 16:24:23,25.6
C00163,O000238,2024-03-09 16:24:23,,,
C00164,O000554,2023-12-25 02:28:56,,,
C00166,O000791,2023-07-20 08:14:37,O000247,2023-11-15 07:18:36,118.0
C00166,O000247,2023-11-15 07:18:36,O000326,2023-12-17 00:00:00,31.7
C00166,O000326,2023-12-17 00:00:00,O000609,2024-03-20 16:53:38,94.7
C00166,O000609,2024-03-20 16:53:38,,,
C00167,O000484,2023-11-22 11:57:41,O000317,2024-11-04 05:51:19,347.7
C00167,O000317,2024-11-04 05:51:19,,,
C00170,O000531,2024-05-17 17:30:06,,,
C00173,O000614,2023-08-01 07:53:30,,,
C00174,O000376,2024-02-24 21:05:15,,,
C00175,O000366,2024-12-18 09:50:14,,,
C00176,O000186,2023-10-12 05:19:14,,,
C00177,O000604,2023-10-05 13:47:11,,,
C00178,O000081,2023-12-13 03:50:22,O000212,2024-01-10 02:38:17,27.9
C00178,O000212,2024-01-10 02:38:17,O000615,2024-09-10 00:01:25,243.9
C00178,O000615,2024-09-10 00:01:25,,,
C00179,O000573,2023-10-01 13:32:41,,,
C00180,O000436,2023-06-20 10:13:00,O000540,2023-08-28 07:07:37,68.9
C00180,O000540,2023-08-28 07:07:37,O000284,2024-04-23 15:11:30,239.3
C00180,O000284,2024-04-23 15:11:30,,,
C00181,O000647,2023-11-23 21:35:43,O000162,2024-06-04 03:24:19,193.2
C00181,O000162,2024-06-04 03:24:19,O000126,2024-09-26 18:23:50,114.6
C00181,O000126,2024-09-26 18:23:50,,,
C00182,O000702,2023-07-17 22:56:18,O000578,2023-10-22 20:32:15,96.9
C00182,O000578,2023-10-22 20:32:15,,,
C00183,O000177,2023-05-02 03:58:05,,,
C00184,O000312,2023-03-03 17:31:45,O000452,2023-09-16 23:46:00,197.3
C00184,O000452,2023-09-16 23:46:00,O000110,2024-08-24 18:42:10,342.8
C00184,O000110,2024-08-24 18:42:10,O000729,2024-11-15 05:16:48,82.4
C00184,O000729,2024-11-15 05:16:48,,,
C00185,O000109,2023-04-15 07:38:31,O000555,2023-11-22 20:18:28,221.5
C00185,O000555,2023-11-22 20:18:28,,,
C00187,O000043,2024-10-03 00:00:00,,,
C00190,O000143,2024-11-10 00:00:00,,,
C00191,O000523,2023-08-12 19:26:10,O000187,2023-10-11 13:32:48,59.8
C00191,O000187,2023-10-11 13:32:48,,,
C00193,O000486,2024-11-23 08:15:02,,,
C00194,O000138,2023-10-27 09:31:49,O000330,2024-03-03 11:11:27,128.1
C00194,O000330,2024-03-03 11:11:27,,,
C00195,O000012,2023-04-06 23:58:44,O000393,2023-09-12 07:19:55,158.3
C00195,O000393,2023-09-12 07:19:55,,,
C00196,O000592,2024-04-14 14:15:40,,,
C00197,O000403,2024-10-17 00:46:01,,,
C00198,O000793,2023-03-31 09:16:20,O000581,2023-08-09 06:54:01,130.9
C00198,O000581,2023-08-09 06:54:01,,,
C00200,O000455,2024-11-27 07:14:19,,,
C00201,O000716,2023-02-09 13:15:29,O000383,2023-05-23 09:56:56,102.9
C00201,O000383,2023-05-23 09:56:56,O000096,2024-09-10 20:52:38,476.5
C00201,O000096,2024-09-10 20:52:38,,,
C00202,O000746,2024-08-12 00:00:00,,,
C00203,O000201,2023-07-30 16:25:51,O000585,2023-11-08 04:10:40,100.5
C00203,O000585,2023-11-08 04:10:40,O000321,2024-07-25 00:00:00,259.8
C00203,O000321,2024-07-25 00:00:00,O000234,2024-09-04 22:42:22,41.9
C00203,O000234,2024-09-04 22:42:22,,,
C00204,O000204,2023-03-22 00:13:58,,,
C00205,O000279,2024-01-25 18:39:39,O000173,2024-06-07 06:38:21,133.5
C00205,O000173,2024-06-07 06:38:21,,,
C00208,O000091,2023-12-03 08:10:18,,,
C00209,O000582,2023-08-14 16:58:39,O000166,2024-01-29 04:57:43,167.5
C00209,O000166,2024-01-29 04:57:43,O000789,2024-06-11 02:10:50,133.9
C00209,O000789,2024-06-11 02:10:50,O000629,2024-11-27 13:03:53,169.5
C00209,O000629,2024-11-27 13:03:53,,,
C00210,O000770,2023-03-27 16:48:54,O000017,2023-08-18 09:44:43,143.7
C00210,O000017,2023-08-18 09:44:43,O000545,2024-05-11 04:12:24,266.8
C00210,O000545,2024-05-11 04:12:24,O000743,2024-11-28 13:08:59,201.4
C00210,O000743,2024-11-28 13:08:59,,,
C00211,O000131,2023-01-18 10:25:28,,,
C00212,O000213,2023-07-21 19:09:15,O000150,2024-03-04 19:58:55,227.0
C00212,O000150,2024-03-04 19:58:55,O000261,2024-08-16 13:25:44,164.7
C00212,O000261,2024-08-16 13:25:44,,,
C00213,O000351,2023-11-18 00:00:00,,,
C00215,O000748,2023-11-09 05:52:32,,,
C00216,O000416,2023-10-02 02:48:13,,,
C00217,O000323,2023-08-17 16:22:53,O000149,2024-03-14 14:12:58,209.9
C00217,O000149,2024-03-14 14:12:58,O000720,2024-03-23 16:56:14,9.1
C00217,O000720,2024-03-23 16:56:14,O000798,2024-12-08 23:27:21,260.3
C00217,O000798,2024-12-08 23:27:21,,,
C00218,O000701,2023-11-17 19:14:23,O000087,2024-10-11 01:55:34,328.3
C00218,O000087,2024-10-11 01:55:34,,,
C00219,O000696,2023-03-14 00:00:00,,,
C00222,O000431,2024-04-19 04:16:32,O000616,2024-05-30 07:43:45,41.1
C00222,O000616,2024-05-30 07:43:45,,,
C00223,O000481,2023-07-15 06:05:45,O000402,2024-02-28 09:45:02,228.2
C00223,O000402,2024-02-28 09:45:02,O000389,2024-03-16 13:34:58,17.2
C00223,O000389,2024-03-16 13:34:58,O000658,2024-08-23 16:27:45,160.1
C00223,O000658,2024-08-23 16:27:45,,,
C00224,O000487,2023-04-23 13:54:04,O000712,2024-10-16 01:41:23,541.5
C00224,O000712,2024-10-16 01:41:23,O000674,2024-11-24 08:36:31,39.3
C00224,O000674,2024-11-24 08:36:31,,,
C00225,O000734,2024-09-12 14:11:42,,,
C00226,O000322,2023-11-06 04:00:04,,,
C00227,O000336,2023-03-03 16:12:53,O000744,2023-04-24 01:53:17,51.4
C00227,O000744,2023-04-24 01:53:17,O000260,2024-12-26 02:04:24,612.0
C00227,O000260,2024-12-26 02:04:24,,,
C00228,O000365,2024-01-29 00:00:00,,,
C00229,O000764,2023-03-02 15:22:49,,,
C00232,O000263,2023-12-14 14:00:02,O000320,2023-12-21 21:14:28,7.3
C00232,O000320,2023-12-21 21:14:28,O000512,2024-01-13 15:55:35,22.8
C00232,O000512,2024-01-13 15:55:35,,,
C00235,O000258,2024-06-29 16:29:20,,,
C00237,O000357,2024-08-31 22:36:53,,,
C00238,O000427,2023-11-06 17:08:30,O000198,2024-05-05 15:58:07,181.0
C00238,O000198,2024-05-05 15:58:07,O000478,2024-08-21 08:00:57,107.7
C00238,O000478,2024-08-21 08:00:57,O000324,2024-10-06 14:20:10,46.3
C00238,O000324,2024-10-06 14:20:10,,,
C00239,O000490,2023-12-23 04:31:50,,,
C00240,O000677,2023-12-05 23:38:32,O000209,2024-11-07 10:43:13,337.5
C00240,O000209,2024-11-07 10:43:13,,,
C00241,O000227,2023-05-22 01:20:20,O000313,2024-07-07 00:59:54,412.0
C00241,O000313,2024-07-07 00:59:54,,,
C00244,O000174,2023-09-01 19:00:45,O000577,2023-10-12 15:21:57,40.8
C00244,O000577,2023-10-12 15:21:57,O000600,2024-03-12 17:12:01,152.1
C00244,O000600,2024-03-12 17:12:01,O000235,2024-06-18 16:49:40,98.0
C00244,O000235,2024-06-18 16:49:40,,,
C00247,O000800,2023-08-01 06:44:09,O000018,2023-09-14 18:53:53,44.5
C00247,O000018,2023-09-14 18:53:53,O000130,2024-06-08 11:11:19,267.7
C00247,O000130,2024-06-08 11:11:19,O000144,2024-09-05 06:22:58,88.8
C00247,O000144,2024-09-05 06:22:58,,,
C00248,O000794,2023-01-23 10:51:18,O000151,2023-07-17 02:45:29,174.7
C00248,O000151,2023-07-17 02:45:29,O000346,2024-07-16 09:43:12,365.3
C00248,O000346,2024-07-16 09:43:12,,,
C00249,O000249,2023-05-29 19:59:35,O000483,2024-02-04 22:30:03,251.1
C00249,O000483,2024-02-04 22:30:03,O000240,2024-07-02 20:27:46,148.9
C00249,O000240,2024-07-02 20:27:46,,,
C00250,O000031,2023-03-29 17:18:25,O000197,2024-08-24 18:16:54,514.0
C00250,O000197,2024-08-24 18:16:54,,,
C00251,O000694,2023-12-12 23:38:54,,,
C00252,O000547,2023-02-02 19:16:42,O000180,2023-05-23 00:58:42,109.2
C00252,O000180,2023-05-23 00:58:42,O000222,2023-05-26 20:38:56,3.8
C00252,O000222,2023-05-26 20:38:56,O000037,2023-09-07 01:02:51,103.2
C00252,O000037,2023-09-07 01:02:51,O000584,2024-06-06 00:46:04,273.0
C00252,O000584,2024-06-06 00:46:04,O000215,2024-08-09 19:01:54,64.8
C00252,O000215,2024-08-09 19:01:54,O000692,2024-09-14 05:35:39,35.4
C00252,O000692,2024-09-14 05:35:39,O000550,2024-12-05 07:51:01,82.1
C00252,O000550,2024-12-05 07:51:01,,,
C00253,O000551,2023-02-21 19:50:27,O000670,2024-12-23 14:33:04,670.8
C00253,O000670,2024-12-23 14:33:04,,,
C00254,O000660,2023-10-24 18:21:59,,,
C00255,O000040,2024-08-01 20:15:40,,,
C00256,O000236,2023-03-12 23:50:54,O000458,2024-02-19 17:21:49,343.7
C00256,O000458,2024-02-19 17:21:49,O000672,2024-11-08 01:17:04,262.3
C00256,O000672,2024-11-08 01:17:04,,,
C00257,O000299,2023-08-03 06:44:37,,,
C00258,O000610,2024-09-22 06:39:29,,,
C00259,O000139,2024-06-15 13:32:27,,,
C00260,O000723,2023-06-20 15:32:54,O000244,2023-10-22 09:53:03,123.8
C00260,O000244,2023-10-22 09:53:03,O000353,2024-03-03 04:37:25,132.8
C00260,O000353,2024-03-03 04:37:25,,,
C00261,O000084,2023-12-13 01:46:57,O000295,2024-07-05 05:33:29,205.2
C00261,O000295,2024-07-05 05:33:29,,,
C00262,O000160,2024-02-05 15:27:46,O000754,2024-03-04 14:02:01,27.9
C00262,O000754,2024-03-04 14:02:01,O000266,2024-03-08 02:36:50,3.5
C00262,O000266,2024-03-08 02:36:50,,,
C00263,O000768,2024-11-01 12:33:00,,,
C00264,O000617,2023-12-19 00:47:36,O000449,2024-07-03 14:43:31,197.6
C00264,O000449,2024-07-03 14:43:31,,,
C00265,O000172,2024-02-21 00:00:00,O000618,2024-11-01 02:04:35,254.1
C00265,O000618,2024-11-01 02:04:35,,,
C00267,O000202,2023-12-16 17:59:20,O000520,2024-05-15 17:33:27,151.0
C00267,O000520,2024-05-15 17:33:27,,,
C00268,O000063,2023-03-24 00:00:00,O000474,2023-12-16 20:25:16,267.9
C00268,O000474,2023-12-16 20:25:16,,,
C00269,O000698,2023-03-07 05:18:58,O000544,2023-09-18 12:37:16,195.3
C00269,O000544,2023-09-18 12:37:16,,,
C00270,O000250,2024-04-29 15:39:10,,,
C00272,O000477,2023-03-16 07:40:34,O000671,2023-12-03 06:23:37,261.9
C00272,O000671,2023-12-03 06:23:37,O000556,2024-05-11 06:49:35,160.0
C00272,O000556,2024-05-11 06:49:35,,,
C00273,O000387,2023-12-25 01:11:38,O000220,2024-09-20 05:17:09,270.2
C00273,O000220,2024-09-20 05:17:09,,,
C00275,O000612,2023-06-16 06:44:32,,,
C00276,O000196,2023-05-16 13:38:22,O000289,2023-06-14 13:38:31,29.0
C00276,O000289,2023-06-14 13:38:31,,,
C00277,O000182,2023-01-26 07:00:42,O000083,2024-07-16 07:53:00,537.0
C00277,O000083,2024-07-16 07:53:00,O000445,2024-08-20 01:44:35,34.7
C00277,O000445,2024-08-20 01:44:35,O000414,2024-09-11 21:37:46,22.8
C00277,O000414,2024-09-11 21:37:46,,,
C00281,O000689,2024-04-12 19:31:40,,,
C00282,O000259,2023-11-08 21:34:05,O000038,2024-05-14 16:18:14,187.8
C00282,O000038,2024-05-14 16:18:14,,,
C00284,O000052,2024-12-27 11:24:36,,,
C00285,O000189,2023-12-02 17:08:29,,,
C00286,O000666,2023-02-15 00:00:00,O000257,2023-11-19 11:36:06,277.5
C00286,O000257,2023-11-19 11:36:06,O000307,2024-02-18 23:07:23,91.5
C00286,O000307,2024-02-18 23:07:23,O000194,2024-12-24 18:50:30,309.8
C00286,O000194,2024-12-24 18:50:30,,,
C00287,O000625,2023-12-05 18:06:24,O000548,2024-07-28 15:54:57,235.9
C00287,O000548,2024-07-28 15:54:57,O000164,2024-12-11 17:00:12,136.0
C00287,O000164,2024-12-11 17:00:12,,,
C00288,O000341,2023-05-18 19:20:05,O000217,2023-12-06 12:15:11,201.7
C00288,O000217,2023-12-06 12:15:11,O000508,2024-07-04 23:00:09,211.4
C00288,O000508,2024-07-04 23:00:09,,,
C00289,O000262,2024-02-28 19:12:37,,,
C00291,O000546,2024-08-09 14:45:49,,,
C00292,O000700,2023-02-07 01:43:10,O000574,2023-02-23 01:53:41,16.0
